,basin_name,date,rig_count
896,Arkoma Woodford,2016-11-11,5
897,Arkoma Woodford,2016-11-18,5
898,Arkoma Woodford,2016-11-23,5
899,Arkoma Woodford,2016-12-02,5
900,Arkoma Woodford,2016-12-09,5
901,Arkoma Woodford,2016-12-16,4
902,Arkoma Woodford,2016-12-23,4
903,Arkoma Woodford,2016-12-30,4
904,Arkoma Woodford,2017-01-06,4
905,Arkoma Woodford,2017-01-13,4
906,Arkoma Woodford,2017-01-20,4
907,Arkoma Woodford,2017-01-27,5
908,Arkoma Woodford,2017-02-03,5
909,Arkoma Woodford,2017-02-10,5
910,Arkoma Woodford,2017-02-17,5
911,Arkoma Woodford,2017-02-24,5
912,Arkoma Woodford,2017-03-03,6
913,Arkoma Woodford,2017-03-10,6
914,Arkoma Woodford,2017-03-17,9
915,Arkoma Woodford,2017-03-24,9
916,Arkoma Woodford,2017-03-31,9
917,Arkoma Woodford,2017-04-07,10
918,Arkoma Woodford,2017-04-13,10
919,Arkoma Woodford,2017-04-21,10
920,Arkoma Woodford,2017-04-28,10
921,Arkoma Woodford,2017-05-05,9
922,Arkoma Woodford,2017-05-12,8
923,Arkoma Woodford,2017-05-19,8
924,Arkoma Woodford,2017-05-26,8
925,Arkoma Woodford,2017-06-02,8
926,Arkoma Woodford,2017-06-09,8
927,Arkoma Woodford,2017-06-16,8
928,Arkoma Woodford,2017-06-23,8
929,Arkoma Woodford,2017-06-30,9
930,Arkoma Woodford,2017-07-07,10
931,Arkoma Woodford,2017-07-14,10
932,Arkoma Woodford,2017-07-21,9
933,Arkoma Woodford,2017-07-28,9
934,Arkoma Woodford,2017-08-04,10
935,Arkoma Woodford,2017-08-11,8
936,Arkoma Woodford,2017-08-18,8
937,Arkoma Woodford,2017-08-25,8
938,Arkoma Woodford,2017-09-01,9
939,Arkoma Woodford,2017-09-08,8
940,Arkoma Woodford,2017-09-15,8
941,Arkoma Woodford,2017-09-22,9
942,Arkoma Woodford,2017-09-29,9
943,Arkoma Woodford,2017-10-06,11
944,Arkoma Woodford,2017-10-13,11
945,Arkoma Woodford,2017-10-20,10
946,Arkoma Woodford,2017-10-27,10
947,Arkoma Woodford,2017-11-03,8
948,Arkoma Woodford,2017-11-10,8
949,Arkoma Woodford,2017-11-17,8
950,Arkoma Woodford,2017-11-22,8
951,Arkoma Woodford,2017-12-01,8
952,Arkoma Woodford,2017-12-08,8
953,Arkoma Woodford,2017-12-15,8
954,Arkoma Woodford,2017-12-22,8
955,Arkoma Woodford,2017-12-29,8
956,Arkoma Woodford,2018-01-05,8
957,Arkoma Woodford,2018-01-12,9
958,Arkoma Woodford,2018-01-19,9
959,Arkoma Woodford,2018-01-26,9
960,Arkoma Woodford,2018-02-02,8
961,Arkoma Woodford,2018-02-09,8
962,Arkoma Woodford,2018-02-16,7
963,Arkoma Woodford,2018-02-23,7
964,Arkoma Woodford,2018-03-02,7
965,Arkoma Woodford,2018-03-09,8
966,Arkoma Woodford,2018-03-16,7
967,Arkoma Woodford,2018-03-23,7
968,Arkoma Woodford,2018-03-29,7
969,Arkoma Woodford,2018-04-06,7
970,Arkoma Woodford,2018-04-13,8
971,Arkoma Woodford,2018-04-20,8
972,Arkoma Woodford,2018-04-27,9
973,Arkoma Woodford,2018-05-04,9
974,Arkoma Woodford,2018-05-11,9
975,Arkoma Woodford,2018-05-18,9
976,Arkoma Woodford,2018-05-25,9
977,Arkoma Woodford,2018-06-01,9
978,Arkoma Woodford,2018-06-08,9
979,Arkoma Woodford,2018-06-15,8
980,Arkoma Woodford,2018-06-22,8
981,Arkoma Woodford,2018-06-29,8
982,Arkoma Woodford,2018-07-06,8
983,Arkoma Woodford,2018-07-13,8
984,Arkoma Woodford,2018-07-20,7
985,Arkoma Woodford,2018-07-27,7
986,Arkoma Woodford,2018-08-03,7
987,Arkoma Woodford,2018-08-10,6
988,Arkoma Woodford,2018-08-17,7
989,Arkoma Woodford,2018-08-24,7
990,Arkoma Woodford,2018-08-31,7
991,Arkoma Woodford,2018-09-07,7
992,Arkoma Woodford,2018-09-14,7
993,Arkoma Woodford,2018-09-21,7
994,Arkoma Woodford,2018-09-28,7
995,Arkoma Woodford,2018-10-05,7
996,Arkoma Woodford,2018-10-12,8
997,Arkoma Woodford,2018-10-19,8
998,Arkoma Woodford,2018-10-26,8
999,Arkoma Woodford,2018-11-02,7
1000,Arkoma Woodford,2018-11-09,7
